Namespace(batch_size=64, data_dir='data/', dropout_rate=0.15, emb_dim=300, epoch_num=100, from_vocab='data/vocab_20000', from_vocab_size=20000, gpu_device='1', latent_dim=64, learning_rate=1, learning_rate_decay_factor=0.5, max_gradient_norm=3.0, max_train_data_size=0, model_dir='model/', num_heads=8, num_layers=6, num_units=512, out_dir='output/', output_dir='output/tfm/', test_data='test', to_vocab='data/vocab_20000', to_vocab_size=20000, train_data='training', train_dir='model/t-cvae/', valid_data='dev')
 init embedding finished
19833
(20000, 300)
Vocab load over.
2020-12-23 11:37:19.224587: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-23 11:37:19.392717: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:1a:00.0
totalMemory: 10.76GiB freeMemory: 10.60GiB
2020-12-23 11:37:19.393014: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.600736: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.600758: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.600761: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.600836: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-23 11:37:19.602564: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.602582: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.602584: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.602586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.602623: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-23 11:37:19.605876: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.605916: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.605925: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.605931: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.606010: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
Model create over.
  reading data line 0
78529
21
  reading data line 0
9816
21
  reading data line 0
9817
20
global step 100   step-time 0.69s  loss 77.767 ppl 1148.61  disc 0.269 gen -0.187 gan_ae -0.156
global step 3400   step-time 0.61s  loss 50.795 ppl 103.63  disc 0.035 gen -0.006 gan_ae -0.009
global step 3500   step-time 0.61s  loss 50.875 ppl 102.68  disc 0.035 gen -0.016 gan_ae -0.002
global step 3600   step-time 0.61s  loss 50.614 ppl 102.65  disc 0.032 gen -0.008 gan_ae -0.000
global step 3700   step-time 0.61s  loss 50.732 ppl 101.24  disc 0.036 gen -0.013 gan_ae -0.005
global step 3800   step-time 0.61s  loss 50.693 ppl 102.05  disc 0.033 gen -0.005 gan_ae -0.006
global step 3900   step-time 0.61s  loss 49.963 ppl 98.68  disc 0.031 gen 0.001 gan_ae -0.005
global step 4000   step-time 0.60s  loss 50.384 ppl 97.78  disc 0.045 gen -0.013 gan_ae -0.017
global step 4100   step-time 0.61s  loss 49.818 ppl 95.84  disc 0.034 gen -0.008 gan_ae -0.007
global step 4200   step-time 0.61s  loss 50.080 ppl 95.18  disc 0.035 gen -0.015 gan_ae -0.001
global step 4300   step-time 0.61s  loss 49.778 ppl 95.16  disc 0.032 gen -0.004 gan_ae -0.003
global step 4400   step-time 0.61s  loss 49.364 ppl 91.83  disc 0.037 gen -0.011 gan_ae -0.008
global step 4500   step-time 0.61s  loss 49.588 ppl 92.04  disc 0.035 gen -0.011 gan_ae -0.005
global step 4600   step-time 0.61s  loss 49.474 ppl 92.26  disc 0.038 gen -0.020 gan_ae -0.004
global step 4700   step-time 0.61s  loss 49.112 ppl 90.04  disc 0.038 gen -0.017 gan_ae -0.005
global step 4800   step-time 0.61s  loss 49.106 ppl 88.57  disc 0.036 gen -0.004 gan_ae -0.008
global step 4900   step-time 0.61s  loss 48.861 ppl 87.33  disc 0.037 gen -0.010 gan_ae -0.010
global step 5000   step-time 0.61s  loss 49.103 ppl 87.15  disc 0.036 gen -0.013 gan_ae -0.004
global step 5100   step-time 0.61s  loss 48.840 ppl 85.85  disc 0.036 gen -0.013 gan_ae -0.005
global step 5200   step-time 0.60s  loss 49.049 ppl 86.02  disc 0.035 gen -0.016 gan_ae -0.002
global step 5300   step-time 0.61s  loss 48.813 ppl 85.74  disc 0.034 gen -0.012 gan_ae -0.002
global step 5400   step-time 0.61s  loss 48.109 ppl 82.58  disc 0.036 gen -0.009 gan_ae -0.006
global step 5500   step-time 0.61s  loss 48.324 ppl 82.16  disc 0.031 gen -0.007 gan_ae -0.001
global step 5600   step-time 0.61s  loss 48.336 ppl 81.98  disc 0.037 gen -0.006 gan_ae -0.009
global step 5700   step-time 0.61s  loss 48.079 ppl 81.27  disc 0.037 gen -0.010 gan_ae -0.010
global step 5800   step-time 0.61s  loss 47.872 ppl 80.09  disc 0.035 gen -0.010 gan_ae -0.006
global step 5900   step-time 0.61s  loss 47.651 ppl 78.19  disc 0.033 gen -0.005 gan_ae -0.007
global step 6000   step-time 0.61s  loss 48.021 ppl 79.89  disc 0.036 gen -0.019 gan_ae -0.002
load eval model.
eval  ppl 75.17
global step 6100   step-time 0.60s  loss 47.810 ppl 79.32  disc 0.031 gen -0.002 gan_ae -0.006
global step 6200   step-time 0.61s  loss 47.407 ppl 77.31  disc 0.034 gen -0.016 gan_ae 0.001
global step 6300   step-time 0.61s  loss 47.865 ppl 77.63  disc 0.038 gen -0.008 gan_ae -0.010
global step 6400   step-time 0.61s  loss 47.402 ppl 75.95  disc 0.033 gen -0.006 gan_ae -0.005
global step 6500   step-time 0.61s  loss 47.321 ppl 75.53  disc 0.035 gen -0.017 gan_ae -0.002
global step 6600   step-time 0.61s  loss 47.229 ppl 74.42  disc 0.033 gen -0.007 gan_ae -0.004
global step 6700   step-time 0.61s  loss 47.337 ppl 75.28  disc 0.035 gen -0.012 gan_ae -0.004
global step 6800   step-time 0.61s  loss 46.989 ppl 72.83  disc 0.037 gen -0.007 gan_ae -0.010
global step 6900   step-time 0.60s  loss 46.637 ppl 71.66  disc 0.036 gen -0.013 gan_ae -0.006
global step 7000   step-time 0.61s  loss 46.664 ppl 72.07  disc 0.035 gen -0.014 gan_ae -0.003
global step 7100   step-time 0.61s  loss 46.592 ppl 71.22  disc 0.033 gen -0.011 gan_ae -0.002
global step 7200   step-time 0.60s  loss 46.622 ppl 69.85  disc 0.035 gen -0.011 gan_ae -0.005
global step 7300   step-time 0.60s  loss 46.589 ppl 69.63  disc 0.032 gen -0.005 gan_ae -0.003
global step 7400   step-time 0.60s  loss 46.212 ppl 68.45  disc 0.034 gen -0.011 gan_ae -0.005
global step 7500   step-time 0.60s  loss 46.305 ppl 68.40  disc 0.035 gen -0.010 gan_ae -0.006
global step 7600   step-time 0.60s  loss 46.614 ppl 68.82  disc 0.033 gen -0.001 gan_ae -0.008
global step 7700   step-time 0.60s  loss 46.220 ppl 68.04  disc 0.035 gen -0.015 gan_ae -0.004
global step 7800   step-time 0.60s  loss 46.128 ppl 67.94  disc 0.039 gen -0.015 gan_ae -0.008
global step 7900   step-time 0.60s  loss 46.125 ppl 67.34  disc 0.036 gen -0.005 gan_ae -0.010
global step 8000   step-time 0.60s  loss 46.071 ppl 66.73  disc 0.034 gen -0.005 gan_ae -0.007
global step 8100   step-time 0.60s  loss 46.047 ppl 66.27  disc 0.035 gen -0.011 gan_ae -0.006
global step 8200   step-time 0.60s  loss 45.213 ppl 64.13  disc 0.035 gen -0.013 gan_ae -0.004
global step 8300   step-time 0.60s  loss 45.893 ppl 65.87  disc 0.035 gen -0.017 gan_ae -0.002
global step 8400   step-time 0.60s  loss 45.702 ppl 64.24  disc 0.034 gen -0.013 gan_ae -0.003
global step 8500   step-time 0.60s  loss 45.309 ppl 63.84  disc 0.033 gen -0.009 gan_ae -0.003
global step 8600   step-time 0.60s  loss 45.582 ppl 63.37  disc 0.031 gen -0.010 gan_ae -0.000
global step 8700   step-time 0.60s  loss 45.265 ppl 62.23  disc 0.037 gen -0.009 gan_ae -0.009
global step 8800   step-time 0.60s  loss 45.237 ppl 61.75  disc 0.036 gen -0.008 gan_ae -0.008
global step 8900   step-time 0.60s  loss 45.585 ppl 63.76  disc 0.036 gen -0.012 gan_ae -0.007
global step 9000   step-time 0.60s  loss 45.296 ppl 61.05  disc 0.031 gen -0.005 gan_ae -0.003
load eval model.
eval  ppl 59.47
global step 9100   step-time 0.60s  loss 45.178 ppl 61.73  disc 0.040 gen -0.011 gan_ae -0.013
global step 9200   step-time 0.60s  loss 44.625 ppl 60.20  disc 0.033 gen -0.019 gan_ae 0.003
global step 9300   step-time 0.60s  loss 45.137 ppl 61.06  disc 0.036 gen -0.017 gan_ae -0.003
global step 9400   step-time 0.60s  loss 44.778 ppl 59.75  disc 0.034 gen -0.009 gan_ae -0.003
global step 9500   step-time 0.60s  loss 44.421 ppl 59.74  disc 0.034 gen -0.010 gan_ae -0.005
global step 9600   step-time 0.60s  loss 44.544 ppl 58.94  disc 0.033 gen -0.014 gan_ae -0.000
global step 9700   step-time 0.60s  loss 44.396 ppl 58.66  disc 0.034 gen -0.015 gan_ae -0.002
global step 9800   step-time 0.60s  loss 44.492 ppl 58.02  disc 0.034 gen -0.008 gan_ae -0.005
global step 9900   step-time 0.60s  loss 44.401 ppl 57.29  disc 0.035 gen -0.010 gan_ae -0.005
global step 10000   step-time 0.60s  loss 44.353 ppl 58.25  disc 0.035 gen -0.016 gan_ae -0.001
global step 10100   step-time 0.60s  loss 44.187 ppl 56.50  disc 0.034 gen -0.007 gan_ae -0.006
global step 10200   step-time 0.60s  loss 44.299 ppl 57.30  disc 0.038 gen -0.014 gan_ae -0.007
global step 10300   step-time 0.60s  loss 44.195 ppl 56.29  disc 0.032 gen -0.008 gan_ae -0.000
global step 10400   step-time 0.60s  loss 44.199 ppl 58.15  disc 0.036 gen -0.013 gan_ae -0.006
global step 10500   step-time 0.60s  loss 44.511 ppl 57.04  disc 0.032 gen -0.009 gan_ae -0.001
global step 10600   step-time 0.60s  loss 44.204 ppl 56.57  disc 0.035 gen -0.007 gan_ae -0.007
global step 10700   step-time 0.60s  loss 44.266 ppl 55.92  disc 0.036 gen -0.012 gan_ae -0.005
global step 10800   step-time 0.60s  loss 43.925 ppl 54.85  disc 0.034 gen -0.011 gan_ae -0.003
global step 10900   step-time 0.60s  loss 43.964 ppl 55.67  disc 0.033 gen -0.006 gan_ae -0.005
global step 11000   step-time 0.60s  loss 43.654 ppl 54.16  disc 0.035 gen -0.015 gan_ae -0.002
global step 11100   step-time 0.60s  loss 43.567 ppl 53.91  disc 0.032 gen 0.001 gan_ae -0.007
global step 11200   step-time 0.60s  loss 43.448 ppl 53.46  disc 0.032 gen -0.008 gan_ae -0.004
global step 11300   step-time 0.60s  loss 44.032 ppl 54.73  disc 0.035 gen -0.009 gan_ae -0.006
global step 11400   step-time 0.60s  loss 43.992 ppl 55.00  disc 0.033 gen -0.009 gan_ae -0.003
global step 11500   step-time 0.60s  loss 43.680 ppl 53.99  disc 0.033 gen -0.010 gan_ae -0.003
global step 11600   step-time 0.60s  loss 43.469 ppl 53.50  disc 0.035 gen -0.008 gan_ae -0.006
global step 11700   step-time 0.60s  loss 43.308 ppl 53.28  disc 0.032 gen -0.009 gan_ae -0.001
global step 11800   step-time 0.60s  loss 43.528 ppl 53.16  disc 0.037 gen -0.013 gan_ae -0.007
global step 11900   step-time 0.60s  loss 43.816 ppl 53.12  disc 0.034 gen -0.009 gan_ae -0.004
global step 12000   step-time 0.60s  loss 43.466 ppl 53.42  disc 0.035 gen -0.010 gan_ae -0.006
load eval model.
eval  ppl 50.92
answer:  one day , i was driving the van down to the store .
predict:  i went to the store to get up to the street .
answer:  she bought some new shelves .
predict:  she was so excited to her
answer:  he was given a set of tickets .
predict:  he was very excited .
answer:  his friends agree that 's a great idea .
predict:  he is able to go to the store .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was able to be a great time .
answer:  alicia looked at her house .
predict:  she was to get to a new store .
answer:  she searched everywhere but could n't find it .
predict:  she was so excited to get her hair .
answer:  when the cast was announced , she was left disappointed .
predict:  she was so excited to get her new new .
BLEU = 0.79, 26.0/1.8/0.2/0.1 (BP=0.885, ratio=0.891, hyp_len=87032, ref_len=97637)

distinc1: 0.00223
distinc2: 0.01046
infer done.
global step 12100   step-time 0.60s  loss 43.714 ppl 52.47  disc 0.033 gen -0.004 gan_ae -0.005
global step 12200   step-time 0.60s  loss 43.354 ppl 52.36  disc 0.035 gen -0.010 gan_ae -0.006
global step 12300   step-time 0.60s  loss 43.444 ppl 51.14  disc 0.033 gen -0.010 gan_ae -0.001
global step 12400   step-time 0.60s  loss 43.120 ppl 51.30  disc 0.032 gen -0.015 gan_ae 0.001
global step 12500   step-time 0.60s  loss 43.132 ppl 51.24  disc 0.034 gen -0.010 gan_ae -0.004
global step 12600   step-time 0.60s  loss 43.110 ppl 51.37  disc 0.037 gen -0.013 gan_ae -0.007
global step 12700   step-time 0.60s  loss 43.151 ppl 50.45  disc 0.035 gen -0.008 gan_ae -0.005
global step 12800   step-time 0.60s  loss 43.300 ppl 50.84  disc 0.034 gen -0.003 gan_ae -0.009
global step 12900   step-time 0.60s  loss 43.566 ppl 51.55  disc 0.035 gen -0.013 gan_ae -0.004
global step 13000   step-time 0.60s  loss 42.892 ppl 49.65  disc 0.033 gen -0.014 gan_ae 0.001
global step 13100   step-time 0.60s  loss 42.478 ppl 48.98  disc 0.037 gen -0.013 gan_ae -0.006
global step 13200   step-time 0.60s  loss 42.889 ppl 49.37  disc 0.033 gen -0.007 gan_ae -0.005
global step 13300   step-time 0.60s  loss 42.895 ppl 49.83  disc 0.033 gen -0.015 gan_ae 0.000
global step 13400   step-time 0.60s  loss 42.927 ppl 50.17  disc 0.033 gen -0.014 gan_ae 0.001
global step 13500   step-time 0.60s  loss 42.903 ppl 48.81  disc 0.033 gen -0.014 gan_ae 0.000
global step 13600   step-time 0.60s  loss 42.388 ppl 47.99  disc 0.033 gen -0.008 gan_ae -0.004
global step 13700   step-time 0.60s  loss 42.377 ppl 48.26  disc 0.033 gen -0.013 gan_ae -0.000
global step 13800   step-time 0.60s  loss 42.305 ppl 48.22  disc 0.032 gen -0.000 gan_ae -0.006
global step 13900   step-time 0.60s  loss 42.575 ppl 48.23  disc 0.033 gen -0.005 gan_ae -0.006
global step 14000   step-time 0.60s  loss 42.335 ppl 48.38  disc 0.031 gen -0.008 gan_ae -0.001
global step 14100   step-time 0.60s  loss 42.656 ppl 48.69  disc 0.038 gen -0.010 gan_ae -0.009
global step 14200   step-time 0.60s  loss 42.381 ppl 48.10  disc 0.031 gen -0.003 gan_ae -0.003
global step 14300   step-time 0.60s  loss 42.052 ppl 47.62  disc 0.035 gen -0.011 gan_ae -0.006
global step 14400   step-time 0.60s  loss 42.007 ppl 46.59  disc 0.032 gen -0.008 gan_ae -0.000
global step 14500   step-time 0.60s  loss 42.016 ppl 46.80  disc 0.034 gen -0.006 gan_ae -0.006
global step 14600   step-time 0.60s  loss 42.083 ppl 46.92  disc 0.035 gen -0.014 gan_ae -0.003
global step 14700   step-time 0.60s  loss 42.203 ppl 46.87  disc 0.033 gen -0.004 gan_ae -0.006
global step 14800   step-time 0.60s  loss 42.143 ppl 46.49  disc 0.031 gen -0.010 gan_ae 0.003
global step 14900   step-time 0.60s  loss 41.914 ppl 45.72  disc 0.034 gen -0.010 gan_ae -0.005
global step 15000   step-time 0.60s  loss 41.975 ppl 45.89  disc 0.032 gen -0.007 gan_ae -0.003
load eval model.
eval  ppl 44.69
answer:  one day , i was driving the van down to the store .
predict:  i was in the middle of the morning .
answer:  she bought some new shelves .
predict:  she was very nervous .
answer:  he was given a set of tickets .
predict:  he went to the store to get a new job .
answer:  his friends agree that 's a great idea .
predict:  he _UNK the _UNK and _UNK .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was able to get a new pair of money .
answer:  alicia looked at her house .
predict:  anna was on a new house .
answer:  she searched everywhere but could n't find it .
predict:  she was very nervous .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous .
BLEU = 0.94, 26.4/2.0/0.3/0.1 (BP=0.845, ratio=0.856, hyp_len=83594, ref_len=97637)

distinc1: 0.00270
distinc2: 0.01233
infer done.
global step 15100   step-time 0.60s  loss 41.662 ppl 45.13  disc 0.033 gen -0.007 gan_ae -0.003
global step 15200   step-time 0.60s  loss 41.947 ppl 46.17  disc 0.034 gen -0.003 gan_ae -0.009
global step 15300   step-time 0.60s  loss 41.626 ppl 44.60  disc 0.032 gen -0.010 gan_ae -0.001
global step 15400   step-time 0.60s  loss 41.567 ppl 45.19  disc 0.034 gen -0.009 gan_ae -0.004
global step 15500   step-time 0.60s  loss 41.677 ppl 44.71  disc 0.033 gen -0.010 gan_ae -0.001
global step 15600   step-time 0.60s  loss 41.611 ppl 44.55  disc 0.033 gen -0.007 gan_ae -0.005
global step 15700   step-time 0.60s  loss 41.783 ppl 45.12  disc 0.033 gen -0.011 gan_ae -0.001
global step 15800   step-time 0.60s  loss 41.735 ppl 44.23  disc 0.033 gen -0.011 gan_ae -0.002
global step 15900   step-time 0.60s  loss 41.489 ppl 44.10  disc 0.034 gen -0.008 gan_ae -0.005
global step 16000   step-time 0.60s  loss 41.807 ppl 44.88  disc 0.031 gen -0.001 gan_ae -0.006
global step 16100   step-time 0.60s  loss 41.075 ppl 43.53  disc 0.034 gen -0.014 gan_ae -0.001
global step 16200   step-time 0.60s  loss 41.517 ppl 44.01  disc 0.032 gen -0.003 gan_ae -0.005
global step 16300   step-time 0.60s  loss 41.363 ppl 43.67  disc 0.035 gen -0.010 gan_ae -0.005
global step 16400   step-time 0.60s  loss 41.422 ppl 43.41  disc 0.035 gen -0.010 gan_ae -0.005
global step 16500   step-time 0.60s  loss 40.950 ppl 42.26  disc 0.033 gen -0.007 gan_ae -0.003
global step 16600   step-time 0.60s  loss 41.282 ppl 43.39  disc 0.033 gen -0.011 gan_ae -0.001
global step 16700   step-time 0.60s  loss 41.091 ppl 42.65  disc 0.032 gen -0.008 gan_ae -0.002
global step 16800   step-time 0.60s  loss 41.127 ppl 42.23  disc 0.031 gen -0.008 gan_ae -0.001
global step 16900   step-time 0.60s  loss 41.187 ppl 43.29  disc 0.032 gen -0.008 gan_ae -0.002
global step 17000   step-time 0.60s  loss 41.030 ppl 42.31  disc 0.032 gen -0.004 gan_ae -0.003
global step 17100   step-time 0.60s  loss 41.061 ppl 42.85  disc 0.033 gen -0.009 gan_ae -0.003
global step 17200   step-time 0.60s  loss 40.868 ppl 41.21  disc 0.033 gen -0.006 gan_ae -0.004
global step 17300   step-time 0.60s  loss 41.024 ppl 41.87  disc 0.033 gen -0.005 gan_ae -0.005
global step 17400   step-time 0.60s  loss 41.052 ppl 42.17  disc 0.032 gen -0.006 gan_ae -0.001
global step 17500   step-time 0.60s  loss 40.704 ppl 41.53  disc 0.034 gen -0.006 gan_ae -0.008
global step 17600   step-time 0.60s  loss 40.899 ppl 41.93  disc 0.033 gen -0.005 gan_ae -0.006
global step 17700   step-time 0.60s  loss 40.490 ppl 39.98  disc 0.033 gen -0.011 gan_ae -0.001
global step 17800   step-time 0.60s  loss 40.542 ppl 40.66  disc 0.032 gen -0.006 gan_ae -0.002
global step 17900   step-time 0.60s  loss 40.793 ppl 40.92  disc 0.033 gen -0.006 gan_ae -0.003
